B365H,B365D,B365A
2.1,3.2,3.5
1.53,3.6,6.5
1.2,5.5,17.0
1.8,3.4,4.33
7.5,4.33,1.4
1.61,3.75,5.25
2.25,3.2,3.1
2.1,3.1,3.5
7.0,3.75,1.5
1.83,3.3,4.33
2.2,3.2,3.25
1.9,3.25,4.0
3.75,3.2,2.0
6.5,3.6,1.53
1.3,5.0,8.5
1.83,3.3,4.33
2.6,3.25,2.6
1.9,3.25,4.0
1.3,4.33,13.0
1.8,3.25,4.5
1.9,3.25,4.0
2.4,3.2,2.87
1.16,6.5,15.0
2.25,3.1,3.2
1.44,4.0,7.5
1.66,3.6,5.0
2.6,3.1,2.7
2.0,3.2,3.75
7.5,4.33,1.4
6.0,3.8,1.53
2.25,3.2,3.1
2.1,3.1,3.6
1.72,3.4,5.0
1.9,3.25,4.0
1.28,5.0,10.0
1.57,3.5,6.5
2.3,3.1,3.1
2.37,3.1,2.75
1.9,3.25,4.0
2.4,3.1,2.87
5.5,3.6,1.61
1.8,3.3,4.5
1.4,4.0,9.0
4.33,3.3,1.83
2.1,3.25,3.4
1.53,3.6,6.5
1.8,3.3,4.5
1.8,3.3,4.5
12.0,4.5,1.3
3.6,3.3,2.0
2.5,3.2,2.75
2.37,3.1,3.0
1.9,3.25,4.0
2.3,3.1,3.1
2.8,3.1,2.5
1.33,4.5,9.5
1.3,5.0,9.0
1.72,3.4,5.0
2.6,3.0,2.8
2.0,3.2,3.75
5.0,3.4,1.72
5.5,3.6,1.61
5.5,3.6,1.61
1.12,7.0,23.0
2.0,3.2,3.75
2.1,3.2,3.5
2.2,3.2,3.25
1.83,3.3,4.33
2.9,3.2,2.37
1.9,3.25,4.0
2.0,3.2,3.75
3.1,3.2,2.25
1.25,5.0,13.0
1.18,5.75,17.0
2.4,3.2,2.87
2.1,3.2,3.5
3.75,3.2,2.0
1.61,3.6,5.5
1.9,3.25,4.0
9.0,4.33,1.36
2.4,3.2,2.87
2.37,3.2,2.9
1.8,3.3,4.5
3.6,3.3,2.0
2.7,3.25,2.5
2.2,3.1,3.3
1.44,3.75,8.5
1.8,3.3,4.5
2.5,3.1,2.8
2.3,3.1,3.1
1.8,3.3,4.5
2.2,3.1,3.3
1.83,3.3,4.33
5.0,3.6,1.66
6.0,3.6,1.57
1.44,4.0,7.5
1.33,4.5,9.5
1.66,3.5,5.0
1.9,3.25,4.0
6.0,3.6,1.57
2.2,3.2,3.25
2.4,3.2,2.87
2.2,3.1,3.3
3.75,3.2,2.0
1.9,3.25,4.0
1.57,3.6,6.0
2.5,3.1,2.8
1.72,3.4,5.0
1.9,3.25,4.0
2.0,3.3,3.6
2.15,3.25,3.4
1.75,3.3,5.0
1.33,4.5,9.5
1.36,4.33,9.0
2.05,3.2,3.6
2.2,3.2,3.25
1.53,4.0,6.0
2.6,3.2,2.62
1.72,3.4,5.0
2.62,3.2,2.6
1.2,6.0,13.0
4.75,3.5,1.72
1.4,4.33,7.5
2.4,3.2,2.87
6.0,3.8,1.53
1.72,3.4,5.0
2.1,3.25,3.4
1.8,3.4,4.33
5.5,3.8,1.57
2.5,3.2,2.75
6.5,4.0,1.44
2.25,3.2,3.1
1.33,4.5,9.5
5.5,3.6,1.61
2.37,3.25,2.87
1.2,6.0,13.0
2.4,3.25,2.87
1.72,3.4,5.0
2.5,3.2,2.75
1.66,3.6,5.0
2.3,3.25,3.0
7.5,4.33,1.4
4.2,3.4,1.83
1.9,3.3,4.0
1.18,6.0,15.0
1.83,3.25,4.5
1.18,6.0,15.0
2.3,3.25,3.0
1.8,3.2,4.75
8.0,4.2,1.4
2.25,3.2,3.1
2.5,3.25,2.7
2.0,3.2,3.75
2.0,3.2,3.75
2.6,3.2,2.62
1.14,6.5,21.0
2.1,3.25,3.4
1.2,6.0,13.0
6.0,4.0,1.5
2.6,3.2,2.62
2.1,3.2,3.5
1.66,3.4,5.5
1.61,3.4,6.0
2.37,3.2,2.9
1.8,3.4,4.5
6.5,3.75,1.53
2.4,3.2,2.87
2.1,3.2,3.5
2.37,3.2,2.9
1.22,5.5,13.0
6.5,3.75,1.53
4.2,3.4,1.83
1.8,3.25,4.75
2.5,3.2,2.75
1.2,6.0,13.0
1.25,5.5,11.0
2.6,3.2,2.62
6.5,3.75,1.53
2.1,3.3,3.4
2.0,3.2,3.75
1.8,3.4,4.5
1.57,3.6,6.0
2.87,3.2,2.4
2.87,3.0,2.5
2.25,3.2,3.1
2.5,3.2,2.75
1.8,3.4,4.33
1.57,3.8,5.5
1.83,3.3,4.33
2.5,3.1,2.8
2.5,3.2,2.75
3.4,3.25,2.1
1.9,3.3,4.0
1.8,3.3,4.5
2.4,3.2,2.87
5.0,3.6,1.66
1.5,4.0,6.0
1.28,5.0,10.0
1.14,7.0,17.0
2.1,3.2,3.5
1.83,3.3,4.33
1.72,3.5,4.75
8.0,4.5,1.36
2.3,3.25,3.0
1.57,3.6,6.0
2.2,3.2,3.25
4.33,3.4,1.8
3.25,3.2,2.2
2.6,3.1,2.7
4.75,3.5,1.72
1.28,5.0,10.0
2.1,3.2,3.5
1.14,7.0,19.0
3.8,3.4,1.9
1.9,3.25,4.0
2.1,3.2,3.5
2.8,3.25,2.4
1.83,3.3,4.33
1.25,5.0,13.0
1.66,3.6,5.0
2.3,3.25,3.0
2.4,3.25,2.8
2.3,3.25,3.0
7.5,4.33,1.4
1.3,4.75,8.5
2.25,3.2,3.1
3.1,3.2,2.25
2.3,3.1,3.1
2.1,3.25,3.4
2.5,3.25,2.7
1.5,3.75,7.0
2.37,3.2,2.9
2.6,3.1,2.7
2.0,3.2,3.75
2.0,3.2,3.75
6.0,3.75,1.5
2.6,3.2,2.62
2.5,3.1,2.8
2.0,3.2,3.75
3.2,3.25,2.2
3.6,3.3,2.0
7.0,3.75,1.5
1.72,3.5,4.75
1.16,6.5,15.0
1.3,5.0,9.0
1.95,3.3,3.8
2.0,3.3,3.6
1.4,4.0,7.0
2.1,3.25,3.4
4.0,3.25,1.9
2.4,3.25,2.8
3.1,3.3,2.2
1.61,3.6,5.5
2.1,3.25,3.4
2.3,3.25,3.0
2.2,3.2,3.25
1.33,4.5,9.5
1.9,3.3,4.0
9.5,4.5,1.33
2.2,3.2,3.25
1.72,3.4,5.0
2.37,3.2,2.9
1.66,3.4,5.5
2.1,3.2,3.5
1.4,4.33,7.5
2.0,3.2,3.75
1.44,4.0,7.5
1.61,3.6,5.5
6.0,4.0,1.5
3.8,3.4,1.9
2.37,3.25,2.87
2.5,3.25,2.7
1.9,3.25,4.0
2.1,3.2,3.4
2.25,3.25,3.1
2.2,3.25,3.2
3.2,3.25,2.2
3.0,3.25,2.3
1.66,3.6,5.0
4.0,3.5,1.83
2.1,3.25,3.4
2.1,3.25,3.4
1.9,3.25,4.0
2.4,3.25,2.8
1.72,3.5,4.75
3.0,3.3,2.25
1.4,4.33,7.5
1.14,7.0,17.0
1.61,3.6,5.5
1.36,4.5,8.0
7.0,4.2,1.44
1.83,3.3,4.33
2.05,3.25,3.6
2.25,3.2,3.1
1.36,4.5,8.0
1.2,6.0,13.0
2.7,3.25,2.5
2.62,3.25,2.6
2.4,3.4,2.75
2.2,2.5,3.2
6.0,3.8,1.53
2.1,3.25,3.4
1.28,5.0,10.0
5.0,3.6,1.66
2.3,3.25,3.0
2.7,3.25,2.5
3.2,3.25,2.2
1.57,3.8,5.5
2.1,3.25,3.4
1.33,4.5,9.5
2.0,3.3,3.6
1.9,3.4,4.0
1.95,3.3,3.8
3.2,3.25,2.2
6.0,4.0,1.5
2.25,3.3,3.0
1.4,4.33,7.5
2.15,3.25,3.3
2.1,3.25,3.4
2.7,3.25,2.5
2.87,3.25,2.37
2.1,3.2,3.2
1.8,3.4,4.33
2.0,3.4,3.5
1.86,3.4,4.0
1.72,3.5,4.75
1.36,4.5,8.0
1.57,3.6,6.0
1.9,3.25,4.0
2.7,3.5,2.37
2.3,3.4,2.87
1.5,3.75,7.0
2.8,3.3,2.37
4.0,3.25,1.9
2.5,3.2,2.75
2.8,3.25,2.4
1.66,3.4,5.5
2.37,3.25,2.87
3.4,3.25,2.1
2.0,3.2,3.75
1.33,4.5,10.0
1.2,6.0,13.0
1.22,5.5,13.0
1.8,3.4,4.33
2.3,3.25,3.0
2.2,3.25,3.2
1.61,3.6,5.5
5.5,3.6,1.61
6.5,3.75,1.53
2.3,3.25,3.0
2.37,3.25,2.87
2.1,3.25,3.4
1.83,3.3,4.33
1.83,3.3,4.33
2.5,3.25,2.7
1.44,4.0,7.5
2.2,3.25,3.2
3.1,3.2,2.25
2.62,3.1,3.1
4.5,3.25,1.83
1.53,3.8,6.0
1.8,3.4,4.5
2.25,3.2,3.0
1.28,5.0,10.0
2.37,3.25,2.87
2.1,3.2,3.5
6.0,3.6,1.57
1.9,3.25,4.0
1.5,4.0,6.0
2.6,3.2,2.62
2.4,3.2,2.87
3.1,3.2,2.25
1.16,6.0,19.0
1.16,6.0,19.0
2.0,3.2,3.75
1.72,3.5,4.75
2.2,3.2,3.25
1.5,3.75,7.0
5.5,3.6,1.61
2.2,3.2,3.25
2.37,3.25,3.0
1.36,4.33,10.0
4.5,3.5,1.8
5.0,3.5,1.72
2.25,3.25,3.2
2.8,3.2,2.5
2.0,3.4,3.75
2.1,3.25,3.6
2.37,3.25,3.0
4.33,3.25,1.9
1.14,7.0,23.0
2.5,3.25,2.8
1.22,5.25,17.0
2.1,3.2,3.6
2.1,3.2,3.6
2.25,3.2,3.25
1.9,3.3,4.2
2.8,3.25,2.5
2.1,3.25,4.0
2.0,3.4,3.75
6.5,4.0,1.53
1.3,5.0,12.0
2.7,3.25,2.62
2.25,3.25,3.3
1.72,3.4,5.5
2.75,3.25,2.62
4.5,3.5,1.83
6.5,3.8,1.57
1.8,3.5,4.75
1.9,3.25,4.33
1.83,3.6,4.33
1.16,6.5,21.0
1.16,6.5,23.0
1.66,3.75,5.5
5.0,3.6,1.72
2.62,3.25,2.75
1.53,4.0,6.5
1.66,3.6,5.5
2.1,3.3,3.6
1.72,3.6,5.0
1.25,5.25,15.0
4.5,3.6,1.8
1.7,3.5,5.5
3.6,3.3,2.1
1.72,3.5,5.25
1.57,3.6,7.0
6.0,3.75,1.61
3.1,3.25,2.37
1.9,3.25,4.5
2.37,3.3,3.0
2.1,3.3,3.6
1.5,4.0,7.0
1.18,6.5,19.0
1.8,3.5,4.75
2.75,3.25,2.5
2.1,3.3,3.6
2.7,3.3,2.62
3.6,3.3,2.1
2.5,3.25,2.8
2.2,3.4,3.25
2.5,3.1,3.0
1.4,4.33,9.0
3.0,3.3,2.37
1.66,3.5,5.75
2.2,3.25,3.4
3.0,3.25,2.4
2.1,3.3,3.6
9.0,4.33,1.4
1.9,3.3,4.33
1.61,3.75,6.0
3.25,3.4,2.2
1.22,5.0,13.0
2.87,3.25,2.5
2.7,3.2,2.7
2.1,3.4,3.5
1.33,5.0,10.0
1.33,4.5,8.5
2.0,3.4,3.8
1.44,4.2,8.0
7.0,4.0,1.5
1.16,7.0,17.0
3.2,3.3,2.3
9.0,4.33,1.4
15.0,6.0,1.22
1.61,3.6,6.5
1.57,3.75,6.5
2.75,3.25,2.6
3.8,3.3,2.0
2.87,3.25,2.5
2.75,3.25,2.6
2.2,3.25,3.4
4.0,3.3,2.0
1.9,3.4,4.2
1.25,5.5,13.0
2.2,3.25,3.4
2.0,3.3,4.0
1.66,3.6,5.5
3.0,3.25,2.4
1.28,5.0,13.0
1.44,4.2,8.0
1.2,6.0,17.0
6.0,3.75,1.61
2.1,3.3,3.6
1.16,6.5,21.0
1.57,3.75,6.5
1.11,8.5,26.0
1.8,3.5,4.75
5.5,3.6,1.66
1.83,3.5,4.5
2.0,3.4,3.8
7.0,3.8,1.53
2.0,3.3,3.75
2.2,3.25,3.4
3.1,3.25,2.37
2.5,3.25,2.87
1.83,3.25,5.0
2.2,3.25,3.4
3.25,3.25,2.3
2.5,3.25,2.87
3.25,3.25,2.3
2.5,3.0,3.1
2.62,3.1,2.87
1.5,4.0,7.5
2.1,3.3,3.6
1.9,3.3,4.33
2.1,3.3,3.6
1.5,4.0,7.0
2.3,3.3,3.2
1.9,3.3,4.33
4.2,3.4,1.9
1.36,4.75,9.0
1.33,4.75,11.0
2.25,3.3,3.25
1.4,4.33,9.0
13.0,5.0,1.28
1.7,3.5,5.5
4.5,3.5,1.83
8.5,4.5,1.4
1.44,4.2,8.0
1.9,3.3,4.33
2.7,3.3,2.6
2.1,3.3,3.6
1.9,3.4,4.2
1.4,4.33,9.0
3.5,3.4,2.1
1.66,3.6,5.5
2.5,3.25,2.87
1.5,4.0,7.0
7.0,4.0,1.5
3.25,3.3,2.25
4.0,3.5,1.9
3.6,3.3,2.1
1.33,5.0,10.0
2.37,3.3,3.0
7.0,4.0,1.5
1.16,7.0,19.0
3.0,3.25,2.4
2.87,3.3,2.5
1.57,4.0,6.0
1.53,4.0,6.5
1.2,5.5,12.0
2.25,3.3,3.25
1.2,6.0,17.0
1.61,3.75,6.0
1.75,3.5,5.0
2.87,3.25,2.5
2.1,3.3,3.6
1.25,5.5,13.0
5.0,3.6,1.72
1.72,3.6,5.0
2.4,3.25,3.0
2.75,3.25,2.62
5.5,3.6,1.66
1.72,3.6,5.0
7.0,3.8,1.53
1.72,3.6,5.0
1.44,4.2,8.0
8.0,4.5,1.4
1.44,4.2,8.0
2.0,3.4,3.8
3.25,3.25,2.25
1.61,3.75,6.0
1.9,3.4,4.2
1.28,5.0,13.0
1.9,3.4,4.2
1.9,3.3,4.33
2.3,3.25,3.2
1.22,6.0,15.0
5.0,3.6,1.72
2.37,3.25,3.1
1.25,5.5,13.0
4.0,3.5,1.9
1.61,3.5,6.5
2.37,3.2,3.1
1.3,5.0,12.0
4.5,3.6,1.8
5.25,3.5,1.72
2.15,3.25,3.5
4.5,3.5,1.83
2.62,3.25,2.7
3.25,3.25,2.25
2.0,3.25,4.0
1.83,3.5,4.5
2.5,3.25,2.87
6.5,4.0,1.53
1.53,4.0,6.5
1.9,3.4,4.2
2.1,3.3,3.6
1.8,3.6,4.5
1.9,3.2,4.5
1.28,5.0,13.0
1.33,4.75,11.0
7.0,4.0,1.5
2.7,3.25,2.62
1.4,4.2,9.5
7.0,4.0,1.5
1.61,3.75,6.0
1.61,3.75,6.0
1.83,3.5,4.5
3.1,3.25,2.37
2.4,3.25,3.0
1.57,3.8,6.5
3.75,3.5,2.0
3.25,3.3,2.25
10.0,5.0,1.33
1.8,3.5,4.75
1.83,3.5,4.5
2.6,3.3,2.75
4.5,3.5,1.83
4.5,3.6,1.8
1.83,3.5,4.5
1.44,4.33,7.5
1.53,4.0,6.5
1.36,4.5,10.0
2.5,3.25,2.87
3.5,3.4,2.1
1.8,3.6,4.5
6.5,3.8,1.57
1.61,3.75,6.0
1.1,9.0,26.0
1.83,3.5,4.5
1.25,5.5,13.0
17.0,7.0,1.16
1.25,5.5,13.0
2.37,3.25,3.1
8.0,4.2,1.44
2.5,3.3,2.87
3.5,3.4,2.1
2.6,3.3,2.7
2.25,3.3,3.25
2.2,3.25,3.4
1.16,7.0,17.0
3.6,3.3,2.1
1.57,3.8,6.5
1.72,3.6,5.0
2.37,3.3,3.0
1.72,3.6,5.0
1.44,4.2,8.0
1.8,3.5,4.75
2.0,3.5,3.75
1.9,3.5,4.0
2.2,3.2,3.5
2.0,3.3,4.0
2.4,3.3,3.0
5.0,3.6,1.72
3.0,3.3,2.4
1.3,5.0,12.0
1.8,3.6,4.5
2.4,3.3,3.0
2.25,3.3,3.25
1.3,5.0,12.0
1.72,3.6,5.0
1.66,3.6,5.5
2.1,3.2,3.75
1.66,3.6,5.5
2.4,3.4,2.87
2.3,3.3,3.2
5.0,3.6,1.72
1.8,3.6,4.5
2.1,3.3,3.6
1.25,5.5,13.0
8.5,4.5,1.4
2.25,3.3,3.25
3.0,3.3,2.4
2.1,3.4,3.5
6.0,4.0,1.57
2.2,3.3,3.4
1.9,3.4,4.33
2.2,3.3,3.4
1.66,3.6,5.5
1.5,4.0,7.0
1.83,3.5,4.5
1.22,6.0,15.0
3.8,3.4,2.0
1.33,5.0,10.0
6.0,4.0,1.57
3.4,3.25,2.2
2.1,3.3,3.6
1.36,5.0,8.5
2.62,3.3,2.7
1.8,3.3,5.0
2.37,3.3,3.0
1.83,3.5,4.5
2.75,3.25,2.6
2.5,3.1,3.0
1.83,3.5,4.5
2.3,3.1,3.4
1.9,3.5,4.0
2.5,3.3,2.87
2.1,3.2,3.75
2.25,3.3,3.25
2.1,3.3,3.6
13.0,5.5,1.25
1.53,3.8,7.0
1.25,5.5,13.0
1.57,4.0,6.0
2.2,3.4,3.25
1.16,7.0,17.0
2.0,3.5,3.75
2.2,3.4,3.25
1.66,3.6,5.5
1.66,3.6,5.5
6.0,4.2,1.53
2.0,3.6,3.6
1.14,8.0,17.0
5.5,4.2,1.57
1.8,3.5,4.75
2.1,3.3,3.6
3.3,3.6,2.1
4.33,3.75,1.8
2.62,3.4,2.62
3.2,3.5,2.2
12.0,6.5,1.22
1.2,6.5,15.0
1.83,3.5,4.5
2.0,3.3,4.0
2.6,3.2,2.8
3.2,3.4,2.25
5.5,3.6,1.67
1.91,3.4,4.2
1.91,3.4,4.33
1.33,5.0,10.0
1.29,5.5,11.0
1.57,3.75,7.0
6.5,3.75,1.57
1.36,4.5,10.0
1.8,3.5,4.75
5.0,3.6,1.73
1.5,4.0,7.0
2.88,3.25,2.5
2.3,3.25,3.2
8.5,4.5,1.4
4.8,3.4,1.8
1.44,4.0,9.0
1.83,3.5,4.5
2.1,3.3,3.75
2.5,3.25,2.88
1.57,3.6,7.0
2.5,3.25,2.88
3.0,3.25,2.4
1.4,4.33,9.0
2.2,3.3,3.4
4.5,3.5,1.83
2.25,3.3,3.3
3.0,3.0,2.6
4.33,3.3,1.91
1.62,3.75,5.75
2.0,3.5,3.75
2.4,3.25,3.0
2.05,3.3,4.0
3.4,3.4,2.2
2.1,3.3,3.6
2.1,3.3,3.6
6.5,3.75,1.57
1.2,6.5,15.0
2.38,3.1,3.2
2.1,3.3,3.6
2.2,3.1,3.6
3.1,3.4,2.3
2.0,3.3,4.0
1.73,3.6,5.0
3.25,3.3,2.25
1.2,6.0,17.0
1.57,3.75,6.5
3.75,3.25,2.1
2.3,3.25,3.2
1.22,6.0,15.0
1.8,3.4,5.0
2.6,3.3,2.75
9.0,4.75,1.36
2.5,3.25,3.0
3.0,3.3,2.38
6.0,3.75,1.62
6.0,3.75,1.62
2.25,3.25,3.25
2.1,3.3,3.6
1.5,4.0,7.0
1.73,3.6,5.0
3.2,3.3,2.25
1.67,3.4,6.0
1.73,3.75,4.75
1.83,3.4,4.75
1.36,4.5,10.0
1.83,3.25,5.0
2.4,3.25,3.0
2.25,3.25,3.3
1.4,4.33,9.0
1.2,6.5,15.0
6.0,3.7,1.62
2.62,3.25,2.75
3.25,3.3,2.25
3.0,3.25,2.4
2.1,3.25,3.75
7.5,4.0,1.5
2.2,3.3,3.4
2.2,3.3,3.4
1.91,3.25,4.5
1.44,4.33,7.5
1.83,3.5,4.5
2.05,3.3,4.0
6.0,3.75,1.62
2.6,3.3,2.75
1.83,3.5,4.5
1.44,4.5,7.5
1.67,3.75,5.5
2.6,3.3,2.75
2.38,3.3,3.0
8.0,4.33,1.44
1.33,5.0,10.0
1.2,6.0,19.0
2.88,3.3,2.5
2.6,3.3,2.75
1.17,6.5,21.0
1.67,3.75,5.5
1.17,7.0,17.0
2.0,3.3,4.0
1.91,3.4,4.2
8.0,4.5,1.4
3.5,3.3,2.1
2.5,3.3,2.88
3.0,3.3,2.38
3.0,3.3,2.38
3.25,3.25,2.3
2.25,3.25,3.4
1.2,6.0,19.0
2.38,3.3,3.0
2.6,3.25,2.8
1.8,3.4,5.0
1.7,3.8,5.0
8.0,4.33,1.44
2.38,3.25,3.1
2.25,3.3,3.3
1.5,4.0,7.0
2.0,3.4,3.8
6.0,3.75,1.62
3.3,3.3,2.25
1.14,7.5,23.0
2.1,3.3,3.6
12.0,5.0,1.3
2.5,3.25,2.88
1.83,3.5,4.5
2.88,3.25,2.5
5.0,3.6,1.73
1.2,6.0,19.0
1.25,5.5,15.0
3.25,3.4,2.2
1.91,3.4,4.33
1.8,3.6,4.5
2.2,3.3,3.4
2.1,3.4,3.5
1.73,3.75,4.75
2.5,3.3,2.88
1.57,3.8,6.5
2.2,3.3,3.4
2.4,3.4,2.88
2.25,3.3,3.3
1.73,3.6,5.0
1.8,3.4,5.0
4.33,3.6,1.83
2.1,3.3,3.6
1.91,3.5,4.0
1.3,5.0,12.0
1.33,4.75,11.0
5.5,3.5,1.73
7.0,3.8,1.53
2.6,3.2,2.8
2.38,3.25,3.1
1.14,7.5,23.0
1.8,3.5,4.75
2.62,3.25,2.75
2.62,3.25,2.75
2.75,3.25,2.62
1.67,3.6,5.5
1.33,5.0,10.0
2.0,3.4,3.8
4.5,3.6,1.8
2.5,3.25,2.88
2.0,3.4,3.8
4.5,3.5,1.83
2.1,3.3,3.6
1.25,5.5,15.0
2.05,3.2,3.4
1.83,3.5,4.5
2.2,3.25,3.4
2.2,3.25,3.5
2.1,3.25,3.75
3.0,3.4,2.37
2.4,3.25,3.0
2.37,3.4,3.0
3.25,3.3,2.25
5.0,3.6,1.73
2.5,3.3,2.87
1.14,7.5,21.0
1.33,4.5,12.0
1.8,3.6,4.5
2.5,3.3,2.87
2.2,3.25,3.4
12.0,5.0,1.3
2.25,3.25,3.3
1.72,3.6,5.0
2.25,3.3,3.25
1.4,4.5,10.0
2.62,3.3,2.87
2.3,3.25,3.4
1.8,3.6,5.0
6.5,3.75,1.61
5.0,3.6,1.8
3.5,3.4,2.2
1.72,3.6,5.5
1.2,6.5,19.0
4.33,3.6,1.91
1.36,4.33,11.0
1.4,4.33,9.0
1.62,3.75,6.0
2.25,3.2,3.4
2.2,3.3,3.4
10.0,4.5,1.36
2.2,3.2,3.5
2.5,3.25,2.88
1.2,6.0,15.0
2.0,3.4,3.8
8.0,3.8,1.5
1.2,6.5,15.0
5.5,4.0,1.62
2.0,3.4,3.75
3.25,3.25,2.25
2.38,3.3,3.0
1.73,3.6,5.0
2.1,3.3,3.6
1.62,3.75,6.0
3.25,3.4,2.3
2.25,3.3,3.5
1.61,3.8,6.5
10.0,5.0,1.36
2.0,3.25,4.5
1.25,6.0,15.0
3.0,3.3,2.5
1.75,3.75,5.0
1.83,3.6,4.75
5.0,3.5,1.83
1.5,4.2,7.0
1.61,3.7,6.0
2.75,3.3,2.62
2.0,3.3,4.0
2.2,3.2,3.5
1.36,4.5,10.0
2.5,3.3,2.87
3.25,3.3,2.25
2.5,3.1,3.1
2.6,3.2,2.8
2.87,3.3,2.5
1.2,6.0,19.0
1.72,3.4,5.5
1.61,3.75,6.0
5.0,3.3,1.8
1.83,3.5,4.5
2.25,3.3,3.25
2.0,3.4,3.8
3.0,3.3,2.4
6.5,3.75,1.57
2.87,3.25,2.5
1.25,5.5,13.0
1.4,4.33,9.0
3.3,3.3,2.25
2.3,3.3,3.1
1.25,5.5,13.0
2.4,3.25,3.0
2.5,3.25,2.87
1.8,3.5,4.75
1.57,3.75,7.0
2.87,3.25,2.5
3.0,3.3,2.37
1.4,4.33,9.0
1.28,5.0,13.0
1.5,4.0,7.5
5.5,3.5,1.72
1.4,4.0,10.0
2.0,3.3,4.0
2.87,3.25,2.5
2.5,3.25,2.87
1.4,4.33,9.5
6.5,3.75,1.57
6.5,3.75,1.57
2.5,3.25,2.9
1.66,3.6,5.75
2.5,3.3,2.87
7.5,4.0,1.5
2.5,3.25,2.9
1.83,3.5,4.5
2.2,3.3,3.4
2.87,3.3,2.5
2.25,3.2,3.4
1.44,4.33,8.0
2.1,3.25,3.75
1.5,4.0,7.5
2.62,3.25,2.75
1.91,3.3,4.5
2.2,3.2,3.5
2.2,3.2,3.5
2.0,3.3,4.0
1.4,4.5,9.0
1.67,3.6,5.75
1.9,3.4,4.33
8.0,4.2,1.44
5.0,3.6,1.72
2.75,3.2,2.62
2.25,3.3,3.3
4.5,3.5,1.83
2.4,3.3,3.0
1.44,4.2,8.0
1.66,3.6,5.5
1.72,3.6,5.0
1.53,3.75,7.5
2.62,3.25,2.75
2.1,3.3,3.6
6.0,3.75,1.61
2.62,3.25,2.75
5.0,3.6,1.72
2.2,3.25,3.4
2.1,3.2,3.75
1.72,3.4,5.5
1.4,4.33,9.0
1.25,5.5,15.0
1.33,4.75,11.0
2.1,3.3,3.75
1.73,3.5,5.5
2.5,3.25,2.88
7.5,4.0,1.5
1.73,3.5,5.5
5.25,3.5,1.73
2.2,3.25,3.5
1.91,3.4,4.33
1.67,3.6,5.5
2.25,3.25,3.3
2.1,3.3,3.6
2.4,3.25,3.0
1.91,3.4,4.2
1.57,3.8,6.5
1.67,3.6,5.5
1.72,3.6,5.0
1.44,4.2,8.5
1.25,5.5,13.0
3.1,3.3,2.37
1.83,3.5,4.5
1.75,3.5,5.0
10.0,4.5,1.36
1.44,4.0,9.0
2.5,3.3,2.87
4.75,3.3,1.85
1.5,4.2,7.5
1.9,3.4,4.2
2.0,3.5,3.75
1.53,3.8,7.0
2.0,3.3,4.0
6.5,3.8,1.57
3.2,3.3,2.3
2.37,3.25,3.1
1.5,4.0,7.0
2.1,3.25,3.75
1.25,5.5,13.0
2.5,3.25,2.9
1.53,3.8,7.0
2.0,3.25,4.0
2.2,3.25,3.5
2.3,3.3,3.2
2.62,3.25,2.75
2.1,3.3,3.6
2.4,3.4,2.9
6.5,3.8,1.57
2.6,3.25,2.8
1.36,4.75,9.5
2.0,3.4,3.8
12.0,5.0,1.3
2.2,3.3,3.4
1.73,3.6,5.0
1.67,3.5,6.0
2.5,3.4,2.75
1.91,3.5,4.0
2.2,3.25,3.4
1.83,3.5,4.5
1.3,5.0,11.0
7.0,5.0,1.4
2.1,3.2,3.75
1.33,5.0,10.0
2.3,3.4,3.1
1.83,3.5,4.5
2.1,3.3,3.6
3.0,3.5,2.3
1.53,4.0,6.5
1.73,3.6,5.0
4.0,3.6,1.91
2.25,3.4,3.2
2.1,3.4,3.5
1.67,3.6,5.5
3.6,3.25,2.1
2.25,3.25,3.25
1.17,6.5,21.0
3.2,3.25,2.3
2.63,3.2,2.75
1.91,3.3,4.33
2.63,3.3,2.7
1.2,6.0,17.0
3.2,3.25,2.3
6.5,4.0,1.53
1.73,3.6,5.25
2.0,3.3,4.0
9.5,5.0,1.33
3.75,3.5,2.0
1.25,5.5,13.0
1.17,7.0,19.0
2.3,3.2,3.25
2.6,3.25,2.8
1.33,4.5,12.0
2.1,3.25,3.75
6.5,4.0,1.53
3.4,3.3,2.2
6.5,3.8,1.57
3.1,3.25,2.38
1.44,4.2,8.0
2.2,3.3,3.5
7.0,4.0,1.53
1.14,8.0,21.0
2.2,3.3,3.5
2.38,3.25,3.2
1.36,4.75,9.0
2.1,3.3,3.6
1.73,3.6,5.25
1.73,3.6,5.25
6.5,3.8,1.57
1.83,3.5,4.5
1.2,6.5,15.0
2.88,3.25,2.5
2.6,3.2,2.8
9.0,4.5,1.4
1.75,3.5,5.0
3.1,3.4,2.3
2.3,3.25,3.25
3.4,3.25,2.25
2.6,3.2,2.8
1.25,5.5,13.0
1.4,4.2,10.0
2.1,3.25,3.75
2.88,3.25,2.5
2.4,3.25,3.0
6.5,4.0,1.53
1.5,4.0,7.0
1.8,3.3,5.0
1.57,4.0,6.0
2.5,3.25,2.88
2.2,3.25,3.4
3.1,3.25,2.38
6.5,4.0,1.53
1.14,7.5,23.0
4.2,3.4,1.91
8.5,4.5,1.4
1.33,5.0,10.0
10.0,5.0,1.33
1.73,3.6,5.0
1.44,4.33,7.5
3.8,3.6,1.95
2.3,3.25,3.2
2.88,3.3,2.5
1.2,6.5,15.0
2.0,3.4,3.8
1.2,6.5,15.0
