B365H,B365D,B365A
1.7,4.0,5.5
2.88,3.6,2.5
1.57,4.0,7.0
1.91,3.6,4.5
4.33,3.4,2.0
7.0,4.33,1.53
1.57,4.2,6.5
1.57,4.0,7.0
2.75,3.3,2.8
2.9,3.6,2.5
1.7,3.9,5.5
3.1,3.5,2.4
1.6,4.33,6.0
3.2,3.3,2.45
1.44,4.75,8.0
6.0,4.2,1.62
2.6,3.4,2.9
2.05,3.5,4.0
1.29,6.0,13.0
1.36,5.25,9.5
1.44,4.5,9.0
1.5,4.5,7.5
5.25,4.0,1.7
2.7,3.4,2.75
2.15,3.5,3.6
4.75,3.6,1.85
5.75,4.33,1.62
2.1,3.6,3.75
3.4,3.4,2.3
2.6,3.3,3.0
1.3,6.0,11.0
2.9,3.5,2.55
2.9,3.3,2.63
2.63,3.3,2.9
6.5,4.2,1.57
1.4,4.75,10.0
1.36,5.5,9.0
3.2,3.5,2.35
1.33,5.25,12.0
2.1,3.75,3.6
1.45,4.5,8.5
2.05,3.5,4.0
2.7,3.4,2.8
2.5,3.2,3.2
2.55,3.3,3.0
2.1,3.4,3.9
4.2,3.6,1.95
2.45,3.5,3.0
2.63,3.25,2.75
2.4,3.3,3.0
1.44,4.5,7.5
1.91,3.8,3.8
1.2,7.0,13.0
3.2,3.5,2.2
3.6,3.5,2.05
3.25,3.2,2.3
1.91,3.4,4.5
1.4,4.75,8.0
1.44,4.75,8.0
2.1,3.4,4.0
1.95,3.6,4.2
2.6,3.3,3.0
2.05,3.6,3.8
3.75,3.5,2.1
2.2,3.25,3.75
3.6,3.4,2.2
4.33,4.0,1.85
5.5,3.9,1.7
1.29,6.5,11.0
1.91,3.75,4.33
1.55,4.2,7.0
3.2,3.4,2.4
2.5,3.25,3.2
5.0,4.0,1.75
2.8,3.2,2.8
4.0,3.5,2.05
3.8,3.5,2.1
2.8,3.5,2.63
3.2,3.25,2.45
2.0,3.6,4.0
5.0,3.7,1.8
1.44,4.5,9.0
2.88,3.4,2.6
1.53,4.75,6.0
1.95,3.5,4.33
2.05,3.3,4.2
1.8,3.6,5.25
1.75,3.8,5.25
3.6,3.4,2.2
1.91,3.6,4.5
1.83,3.75,4.75
1.4,5.25,8.5
2.5,3.4,3.0
1.73,3.75,5.5
1.36,5.25,9.5
2.3,3.25,3.5
4.33,3.6,1.95
2.38,3.25,3.4
3.6,3.5,2.15
2.1,3.5,3.8
1.91,3.5,4.75
4.33,3.5,1.95
3.0,3.4,2.5
2.05,3.5,4.0
2.1,3.3,4.0
5.0,4.0,1.73
2.1,3.5,3.9
1.73,3.8,5.5
1.75,3.75,5.25
2.45,3.3,3.2
2.63,3.4,2.88
1.7,3.75,5.75
4.5,3.75,1.85
8.0,4.75,1.45
2.63,3.1,3.1
1.91,3.5,4.75
1.65,4.2,5.5
4.33,3.5,1.95
2.45,3.2,3.3
1.44,4.75,8.5
1.62,4.2,6.0
2.15,3.4,3.8
1.73,3.8,5.5
2.7,3.4,2.8
2.25,3.3,3.6
1.5,4.33,8.0
3.8,3.5,2.1
2.15,3.3,3.9
2.05,3.4,4.1
1.44,4.75,8.0
2.25,3.3,3.6
1.53,4.2,7.5
2.38,3.4,3.25
5.25,3.75,1.75
3.2,3.25,2.5
1.75,4.0,5.0
4.75,3.6,1.85
2.1,3.75,3.6
1.5,4.33,6.0
2.8,3.25,2.5
1.62,3.75,5.5
2.38,3.25,3.0
2.6,3.1,2.8
1.8,3.5,4.5
1.4,4.2,9.0
3.0,3.25,2.38
4.5,3.6,1.91
2.9,3.25,2.7
1.73,3.8,5.5
5.25,4.0,1.7
2.5,3.3,3.1
1.36,5.25,10.0
2.63,3.4,2.88
1.67,3.8,6.0
2.0,3.5,4.2
4.0,3.6,2.0
1.5,4.5,7.5
1.73,4.0,5.0
1.22,7.0,15.0
2.63,3.4,2.88
1.6,4.0,6.5
2.05,3.5,4.0
2.38,3.4,3.25
3.0,3.4,2.55
3.8,3.5,2.1
4.33,3.4,2.0
1.95,3.5,4.33
6.0,4.2,1.6
2.7,3.2,2.9
7.5,4.5,1.5
1.57,4.33,6.25
1.75,3.8,5.25
3.0,3.4,2.5
2.7,3.5,2.7
1.67,3.8,6.0
2.4,3.25,3.3
2.25,3.3,3.6
1.83,3.75,4.75
2.1,3.5,3.8
2.63,3.4,2.88
1.53,4.33,7.0
1.36,5.25,10.0
6.5,4.33,1.57
3.75,3.6,2.1
2.5,3.4,3.0
2.2,3.4,3.6
2.2,3.4,3.6
2.1,3.3,4.0
1.95,3.6,4.2
2.25,3.4,3.5
2.1,3.5,3.75
3.4,3.2,2.2
2.05,3.4,3.6
1.33,5.0,9.0
1.53,4.0,6.0
3.75,3.4,2.0
3.4,3.3,2.15
3.6,3.5,2.0
1.55,4.0,5.75
3.4,3.4,2.1
1.91,3.5,4.0
2.9,3.4,2.6
2.75,3.4,2.7
2.7,3.4,2.8
1.22,7.0,17.0
2.3,3.4,3.4
2.4,3.3,3.25
2.4,3.2,3.4
1.33,5.75,9.5
3.6,3.5,2.15
1.95,3.6,4.2
4.5,3.75,1.85
6.0,4.5,1.57
1.73,4.0,5.0
1.53,4.33,7.0
1.57,4.33,6.5
1.29,6.0,13.0
7.5,4.2,1.53
3.1,3.5,2.4
1.57,4.5,6.0
1.3,6.0,11.0
1.75,3.7,5.5
4.5,4.0,1.8
1.22,7.0,15.0
1.29,6.5,11.0
2.0,3.8,3.8
2.0,3.6,4.0
2.75,3.3,2.8
1.7,3.8,5.75
4.0,3.4,2.1
2.1,3.4,3.9
2.8,3.4,2.7
3.1,3.5,2.4
2.75,3.6,2.63
5.75,4.2,1.65
1.95,3.6,4.2
2.05,3.5,3.9
1.91,4.0,4.0
4.5,3.6,1.91
3.0,3.5,2.45
1.44,4.75,8.0
1.5,4.5,7.5
2.5,3.6,2.9
2.05,3.6,3.9
3.0,3.5,2.45
2.0,3.8,3.8
1.83,3.75,4.75
1.75,4.0,5.0
1.17,9.0,17.0
2.3,3.75,3.1
1.8,4.0,4.5
4.5,4.0,1.8
1.36,5.5,9.0
3.5,3.6,2.15
6.0,4.75,1.53
2.05,3.75,3.7
2.4,3.6,3.0
1.67,4.2,5.25
2.4,3.3,3.25
2.0,3.3,4.5
3.2,3.4,2.4
4.5,3.6,1.91
1.25,6.5,15.0
2.38,3.2,3.4
1.8,3.75,5.0
2.4,3.5,3.1
4.75,3.6,1.85
1.65,4.0,6.0
1.53,4.2,7.5
6.5,4.2,1.57
2.88,3.6,2.5
5.5,3.8,1.73
1.8,3.6,5.25
1.45,4.75,8.0
5.5,3.8,1.73
3.0,3.25,2.6
2.55,3.2,3.1
1.95,3.75,4.0
1.25,5.5,15.0
2.3,3.2,3.3
1.73,3.6,5.25
8.0,4.1,1.44
1.73,3.6,5.25
1.57,3.6,6.5
2.38,3.4,3.0
5.0,3.75,1.73
1.25,6.0,11.0
2.6,3.1,2.9
1.57,4.2,6.5
2.05,3.25,4.33
2.45,3.1,3.4
1.7,4.0,5.5
2.38,3.25,3.4
2.3,3.2,3.6
4.6,3.75,1.85
1.91,3.6,4.5
5.75,4.0,1.67
3.8,3.5,2.1
2.25,3.5,3.4
1.67,3.8,6.0
6.0,4.2,1.6
1.5,4.33,8.0
1.29,6.0,12.0
2.8,3.2,2.8
2.0,3.5,4.2
1.7,3.8,5.75
1.33,5.5,11.0
6.0,4.2,1.62
2.4,3.5,3.1
3.6,3.5,2.15
1.22,7.0,15.0
1.73,3.9,5.25
3.75,3.5,2.1
2.38,3.3,3.3
2.88,3.25,2.7
9.0,5.5,1.36
2.8,3.3,2.75
2.9,3.2,2.7
1.73,4.0,5.0
7.5,4.5,1.5
2.5,3.25,3.2
8.0,4.75,1.45
2.38,3.3,3.3
2.25,3.4,3.5
9.0,5.0,1.4
2.25,3.4,3.5
1.33,5.75,10.0
3.0,3.5,2.5
1.29,6.5,11.0
1.85,3.5,5.0
1.57,4.5,6.0
2.15,3.5,3.6
1.5,4.75,7.0
2.0,3.6,4.0
5.5,3.8,1.73
2.25,3.3,3.6
1.4,4.8,9.5
2.2,3.5,3.5
1.25,6.5,15.0
4.2,3.6,1.95
6.0,3.8,1.67
3.1,3.3,2.5
2.05,3.5,3.9
1.29,6.0,13.0
2.38,3.3,3.3
1.67,4.0,5.75
2.15,3.4,3.8
1.5,4.5,7.5
5.25,4.0,1.7
1.2,7.0,19.0
2.5,3.2,3.2
9.0,5.0,1.4
1.62,4.2,6.0
1.75,3.75,5.25
8.0,4.75,1.44
1.8,3.8,4.75
3.2,3.4,2.4
2.05,3.6,3.8
1.65,4.2,5.5
3.3,3.3,2.38
1.53,4.33,7.0
1.22,7.0,15.0
2.0,3.6,4.0
1.95,3.6,4.2
5.75,3.8,1.7
1.8,3.6,5.25
1.29,6.0,12.0
5.0,4.0,1.73
6.5,4.5,1.53
1.6,4.33,6.0
2.6,3.4,2.9
3.4,3.6,2.2
2.3,3.4,3.4
2.15,3.4,3.8
1.5,4.5,7.5
2.8,3.3,2.75
7.0,4.0,1.57
1.95,3.4,4.5
9.0,6.0,1.33
1.75,3.8,5.25
3.1,3.2,2.6
1.91,3.6,4.5
1.17,8.5,19.0
2.63,3.4,2.88
1.4,5.0,9.0
1.45,4.75,8.0
2.2,3.4,3.6
2.4,3.3,3.3
3.5,3.3,2.3
2.15,3.6,3.6
1.62,4.0,6.5
3.4,3.4,2.3
1.36,5.5,9.0
2.2,3.3,3.75
4.75,4.2,1.75
5.0,4.0,1.75
3.6,3.5,2.15
1.83,3.5,5.25
1.35,5.5,9.5
3.5,3.5,2.2
3.5,3.3,2.3
5.25,4.0,1.7
2.15,3.5,3.6
3.1,3.4,2.45
1.25,6.25,15.0
1.3,6.0,11.0
2.2,3.4,3.6
1.7,3.7,6.0
2.4,3.4,3.2
4.2,3.75,1.91
5.25,4.0,1.7
1.29,6.5,11.0
6.0,4.33,1.6
3.1,3.3,2.5
10.0,5.75,1.33
1.22,7.0,15.0
2.05,3.5,4.0
1.67,4.0,5.75
6.5,4.2,1.57
2.1,3.4,4.0
2.6,3.4,2.9
2.63,3.3,2.9
5.75,3.8,1.7
1.62,4.1,6.0
3.0,3.3,2.6
2.15,3.6,3.5
1.22,7.0,15.0
4.2,3.6,1.95
1.33,5.5,8.5
2.9,3.1,2.6
1.36,5.0,8.5
10.0,5.5,1.3
2.5,3.3,2.9
1.22,6.5,13.0
2.63,3.2,2.8
2.5,3.3,2.9
1.3,5.5,10.0
2.8,3.25,2.6
4.33,3.5,1.95
2.4,3.25,3.3
1.25,6.5,14.0
2.1,3.6,3.7
2.35,3.6,3.1
1.25,6.0,16.0
1.75,3.7,5.5
2.9,3.4,2.6
1.29,5.5,9.5
5.5,3.75,1.62
2.2,3.4,3.6
1.17,8.5,19.0
2.75,3.2,2.88
11.0,5.5,1.33
1.75,3.7,5.5
6.0,4.0,1.65
4.33,3.4,1.85
1.75,3.5,4.75
1.8,3.5,4.5
2.63,3.25,2.63
3.6,3.4,2.2
3.3,3.5,2.3
6.0,4.1,1.62
3.1,3.3,2.5
7.0,4.75,1.5
1.33,5.5,11.0
2.5,3.2,3.2
2.38,3.4,3.2
4.5,4.0,1.8
2.15,3.4,3.75
1.83,3.75,4.75
3.25,3.4,2.38
1.22,7.0,15.0
2.15,3.5,3.6
2.5,3.2,3.25
6.0,4.2,1.6
1.7,3.8,5.75
1.2,7.5,17.0
1.18,8.0,19.0
1.83,3.5,5.25
1.22,7.0,15.0
2.05,3.5,3.9
2.9,3.25,2.7
2.65,3.25,2.9
2.7,3.1,3.0
9.5,5.25,1.36
3.4,3.4,2.3
1.2,7.5,17.0
2.88,3.4,2.63
6.0,4.5,1.57
1.95,3.6,4.2
1.7,3.9,5.5
1.7,4.0,5.25
8.0,4.75,1.45
1.85,3.75,4.5
1.29,6.0,13.0
2.15,3.3,3.9
2.3,3.25,3.5
5.75,4.0,1.65
1.22,7.0,15.0
1.29,6.0,13.0
2.3,3.4,3.4
1.25,6.5,14.0
3.9,3.3,2.15
2.15,3.3,3.9
3.9,3.4,2.1
2.25,3.3,3.6
9.0,5.0,1.4
2.4,3.3,3.25
7.5,5.0,1.44
1.25,6.5,15.0
2.1,3.2,4.2
1.4,5.25,8.5
2.15,3.3,3.9
2.63,3.3,2.9
2.1,3.4,4.0
1.44,5.0,7.5
5.5,4.2,1.65
1.85,3.6,4.75
2.15,3.6,3.6
1.25,6.5,15.0
1.95,3.4,4.5
2.0,3.5,4.2
3.6,3.4,2.2
2.2,3.3,3.8
11.0,6.5,1.29
1.67,4.2,5.25
6.0,4.1,1.62
1.25,6.5,15.0
2.6,3.5,2.8
1.67,3.8,6.0
2.55,3.3,3.0
1.25,6.5,14.0
2.15,3.5,3.6
1.91,3.5,4.75
1.53,4.33,7.0
6.5,4.0,1.62
2.55,3.3,3.0
5.25,4.0,1.73
2.3,3.5,3.3
2.0,3.75,3.8
6.0,3.7,1.7
1.73,3.8,5.5
5.75,3.8,1.7
1.3,5.75,12.0
2.45,3.4,3.1
2.05,3.5,4.0
1.73,3.9,5.25
1.36,5.0,11.0
1.65,4.0,6.0
1.85,3.6,4.75
3.1,3.75,2.3
2.0,3.4,4.33
2.5,3.1,3.3
1.45,4.5,8.5
1.57,4.2,6.5
2.5,3.2,3.2
1.4,5.25,8.0
2.4,3.5,3.1
2.05,3.3,4.2
1.36,5.25,9.5
1.83,3.7,4.75
5.0,4.0,1.73
6.5,4.0,1.6
1.2,7.5,17.0
2.45,3.1,3.4
4.0,3.75,1.95
1.25,6.5,15.0
3.0,3.3,2.55
2.1,3.6,3.7
1.75,3.9,5.0
10.0,5.25,1.36
4.5,3.9,1.83
1.73,3.6,4.75
1.4,4.5,8.0
4.33,4.0,1.73
1.95,3.3,4.0
3.3,3.25,2.2
1.25,6.0,10.0
2.4,3.3,2.9
2.55,3.2,2.8
4.0,3.8,1.8
7.0,4.0,1.5
1.85,3.75,4.5
1.91,3.7,4.33
2.2,3.4,3.6
3.3,3.6,2.25
5.75,4.0,1.67
1.5,4.75,7.0
1.45,4.6,8.5
1.6,4.5,5.75
5.5,4.2,1.65
2.3,3.4,3.4
1.91,3.75,4.2
1.75,3.5,4.75
1.6,3.75,5.75
2.0,3.5,3.6
3.0,3.4,2.3
2.4,3.5,2.75
3.5,3.6,2.0
1.36,4.75,8.0
13.0,5.25,1.25
1.85,3.75,4.0
5.75,4.5,1.5
8.5,5.25,1.4
2.25,3.6,3.3
2.25,3.3,3.6
1.44,4.75,8.0
1.57,4.2,6.5
1.29,6.5,11.0
2.8,3.5,2.63
1.91,3.7,4.33
1.62,4.2,6.0
1.17,9.0,19.0
3.6,3.8,2.05
1.5,4.5,7.5
10.0,5.25,1.36
1.91,3.75,4.2
1.25,7.0,12.0
4.0,3.6,2.0
4.75,4.1,1.75
4.2,3.8,1.91
2.1,3.6,3.75
1.73,3.9,5.25
5.25,4.0,1.7
1.25,6.75,13.0
1.09,13.0,29.0
1.14,9.0,23.0
2.75,3.3,2.8
4.5,3.8,1.85
1.45,5.0,7.5
2.45,3.5,3.0
1.14,9.0,23.0
7.0,4.75,1.5
2.0,3.6,4.0
1.14,9.0,23.0
2.5,3.3,3.1
1.8,3.8,4.75
2.1,3.5,3.75
11.0,6.0,1.3
1.53,4.5,6.5
11.0,5.5,1.33
1.25,6.5,15.0
1.83,3.6,5.0
1.7,3.8,5.75
1.62,4.0,6.5
6.0,4.2,1.62
2.4,3.3,3.3
1.3,5.75,12.0
5.5,4.0,1.7
2.0,3.6,4.0
2.63,3.2,3.0
1.73,3.8,5.5
1.36,5.25,9.5
1.75,3.8,5.25
4.5,3.8,1.85
11.0,5.0,1.36
2.5,3.25,3.2
2.1,3.6,3.75
1.33,5.75,10.0
11.0,6.0,1.3
1.95,3.5,4.33
3.9,3.4,2.1
1.33,5.5,11.0
2.3,3.4,3.4
1.91,3.4,4.0
1.45,4.5,8.5
2.15,3.7,3.5
1.25,6.5,15.0
2.4,3.1,3.5
1.36,5.5,9.0
2.7,3.1,3.0
3.8,3.5,2.1
4.75,3.9,1.8
1.85,4.0,4.2
1.65,4.0,6.0
7.5,4.5,1.5
2.3,3.25,3.5
2.4,3.25,3.3
1.95,3.5,4.5
2.15,3.4,3.8
3.0,3.3,2.6
3.5,3.4,2.25
1.29,6.0,13.0
2.38,3.25,3.4
1.22,7.0,15.0
9.0,6.0,1.33
2.38,3.25,3.4
1.8,4.0,4.5
1.36,5.25,10.0
2.15,3.25,3.9
1.65,4.0,5.75
4.1,3.9,1.91
1.14,10.0,21.0
5.5,3.8,1.73
6.0,4.1,1.62
2.4,3.3,3.25
6.0,4.33,1.6
2.8,3.1,2.9
1.33,5.5,11.0
2.8,3.25,2.5
2.75,3.3,2.5
8.5,4.75,1.36
1.17,7.0,15.0
2.88,3.2,2.45
2.15,3.2,3.5
1.8,3.5,4.5
1.2,6.5,13.0
1.67,3.6,5.75
5.0,3.8,1.67
2.75,3.25,2.8
9.0,5.0,1.4
2.8,3.25,2.8
1.14,9.5,21.0
2.2,3.25,3.75
1.2,8.0,15.0
5.25,4.33,1.65
3.25,3.3,2.4
1.91,3.6,4.5
2.05,3.4,4.2
1.83,3.5,5.25
1.36,5.25,10.0
11.0,5.0,1.36
1.11,12.0,26.0
2.0,3.5,4.2
1.85,3.39,5.25
2.14,3.5,3.6
2.79,3.25,2.75
3.79,3.6,2.04
2.25,3.5,3.39
1.25,7.0,12.0
6.0,4.2,1.61
2.39,3.29,3.29
1.25,6.75,13.0
2.14,3.39,3.79
2.04,3.6,3.79
11.0,6.5,1.28
3.29,3.2,2.45
2.14,3.39,3.75
2.89,3.2,2.7
2.79,3.0,3.0
2.0,3.5,4.2
1.66,3.75,6.5
2.7,3.29,2.87
2.39,3.2,3.39
5.25,4.33,1.66
2.5,3.2,3.2
2.2,3.39,3.6
1.39,5.5,7.5
1.28,6.0,12.0
2.5,3.6,2.89
1.83,3.5,5.25
2.14,3.2,4.0
2.39,3.25,3.29
9.5,5.75,1.33
1.39,5.0,9.0
1.28,5.75,13.0
6.5,4.0,1.61
2.1,3.5,3.75
2.39,3.2,3.39
2.7,3.39,2.75
2.04,3.5,4.0
2.14,3.6,3.5
1.19,7.0,19.0
2.2,3.5,3.5
2.79,3.25,2.79
1.25,6.0,16.0
6.5,4.5,1.53
17.0,8.0,1.18
1.9,3.39,4.75
2.7,3.1,3.0
5.0,3.89,1.75
5.25,3.89,1.72
2.37,3.1,3.5
1.19,7.5,17.0
2.0,3.39,4.33
1.18,8.0,17.0
2.37,3.29,3.29
1.19,8.0,15.0
6.5,4.5,1.55
2.5,3.39,3.0
7.5,4.5,1.5
1.25,6.5,15.0
1.72,3.79,5.5
1.83,3.6,5.0
1.95,3.39,4.5
5.0,4.0,1.72
2.5,3.2,3.2
2.89,3.25,2.39
1.08,11.0,21.0
2.6,3.25,3.0
2.04,3.5,4.0
2.7,3.1,3.0
2.62,3.29,2.89
2.7,3.1,3.0
1.28,6.5,11.0
7.5,4.5,1.5
1.3,6.0,11.0
3.39,3.5,2.25
4.0,3.75,1.95
2.29,3.2,3.6
2.29,3.5,3.25
9.0,4.5,1.44
1.22,7.0,15.0
1.28,6.0,12.0
2.39,3.29,3.25
2.1,3.39,3.89
15.0,6.5,1.25
1.25,6.5,15.0
5.25,4.2,1.66
1.25,6.5,14.0
2.62,3.0,3.2
1.39,5.0,9.0
1.89,3.6,4.5
1.55,4.59,6.0
2.29,3.29,3.5
1.8,3.75,5.0
6.5,4.5,1.53
6.5,4.0,1.6
1.72,3.75,5.5
2.54,3.6,2.79
2.62,3.2,3.0
7.0,4.2,1.55
6.0,3.89,1.66
4.5,3.6,1.9
1.12,11.0,23.0
1.61,3.89,6.5
2.29,3.25,3.5
3.29,3.2,2.45
2.1,3.39,3.89
2.79,3.29,2.75
1.19,7.5,17.0
2.5,3.2,3.2
1.16,9.0,19.0
1.25,6.5,15.0
1.36,5.25,10.0
2.54,3.5,2.87
2.54,3.2,3.1
13.0,6.75,1.25
4.5,4.0,1.8
2.37,3.29,3.29
1.16,8.5,19.0
2.37,3.1,3.5
1.3,6.0,11.0
1.36,5.5,9.0
2.14,3.2,4.0
1.66,3.79,6.0
11.0,6.5,1.28
5.0,4.0,1.72
2.37,3.2,3.39
7.5,4.5,1.5
5.5,3.5,1.8
1.66,3.79,6.0
2.29,3.29,3.5
1.12,8.5,19.0
1.9,3.39,4.0
12.0,4.75,1.3
1.9,3.39,4.09
2.6,3.39,2.6
1.25,6.0,10.0
1.3,5.75,12.0
2.0,3.29,4.5
2.62,3.1,3.1
1.95,3.39,4.5
1.28,6.0,13.0
2.5,3.39,3.0
2.14,3.0,4.33
4.75,4.2,1.75
3.1,3.75,2.29
1.22,7.0,15.0
1.5,4.75,7.0
6.5,3.89,1.61
7.5,3.89,1.57
2.14,3.2,4.0
1.85,3.89,4.33
1.12,10.0,26.0
2.04,3.39,4.09
2.0,3.6,4.0
5.75,4.09,1.64
12.0,5.75,1.3
12.0,5.75,1.3
7.0,4.59,1.5
3.1,3.25,2.54
1.28,6.5,11.0
3.0,3.2,2.62
1.14,10.0,21.0
2.2,3.2,3.89
1.75,3.5,6.0
2.25,3.5,3.39
2.35,3.29,3.39
1.3,5.75,12.0
1.9,3.7,4.33
2.35,3.0,3.7
13.0,6.0,1.28
1.8,3.6,5.25
1.16,8.5,19.0
2.54,3.2,3.1
2.04,3.39,4.2
2.1,3.75,3.6
6.25,4.0,1.61
2.25,3.25,3.2
1.19,6.5,13.0
2.2,3.2,3.39
2.37,3.0,3.25
2.0,3.6,3.5
2.5,3.29,2.79
3.25,3.2,2.25
5.5,3.75,1.61
4.2,3.79,1.8
1.36,4.75,8.0
2.1,3.5,3.79
2.14,3.25,4.0
2.89,3.1,2.79
1.72,3.89,5.25
1.22,7.5,13.0
2.25,3.39,3.5
1.95,3.29,4.75
7.5,4.5,1.5
2.29,3.25,3.5
4.5,4.0,1.72
2.5,3.1,3.29
1.85,3.75,4.5
1.22,7.0,15.0
1.75,3.75,5.25
2.6,3.25,3.0
1.19,7.5,17.0
2.14,3.29,3.89
4.2,3.79,1.9
1.61,4.2,6.0
7.0,4.0,1.57
1.3,5.75,12.0
2.2,3.2,3.89
2.54,3.1,3.2
2.75,3.39,2.75
2.79,3.2,2.79
3.0,3.25,2.6
2.29,3.2,3.6
1.44,5.0,7.5
6.5,4.5,1.55
15.0,6.5,1.25
1.83,3.6,5.0
3.0,3.1,2.7
1.19,8.0,15.0
2.5,3.29,3.1
2.7,3.2,2.62
7.0,4.33,1.44
9.0,5.0,1.33
1.25,6.0,10.0
1.75,3.39,5.0
2.29,3.29,3.1
2.5,3.0,3.1
2.7,3.25,2.6
1.28,5.5,10.0
2.29,3.29,3.1
2.5,3.39,3.0
1.85,3.5,5.0
4.2,3.75,1.9
1.95,3.6,4.2
1.89,3.79,4.2
11.0,5.5,1.33
2.39,3.2,3.39
2.37,3.2,3.39
1.57,4.5,6.0
1.28,6.0,12.0
2.62,3.2,3.0
1.9,3.5,4.75
2.62,3.25,3.0
1.25,7.0,12.0
4.5,3.75,1.85
2.54,3.25,3.1
2.62,3.6,2.7
1.18,8.0,19.0
3.29,3.6,2.25
2.0,3.6,4.0
6.5,4.33,1.55
5.0,3.89,1.75
4.0,3.39,1.9
2.25,3.29,3.2
2.89,3.39,2.54
7.5,4.5,1.5
1.55,4.59,6.0
1.14,9.0,23.0
2.29,3.29,3.5
2.29,3.39,3.39
2.25,3.2,3.7
2.04,3.6,3.79
2.62,3.1,3.1
1.33,5.75,10.0
1.85,3.6,4.75
1.72,4.0,5.0
7.0,4.33,1.53
1.44,4.75,8.0
10.0,5.75,1.33
1.16,8.5,21.0
4.75,3.6,1.85
2.1,3.6,3.7
2.89,3.29,2.62
2.25,3.5,3.39
2.7,3.39,2.79
2.37,3.39,3.2
8.0,4.75,1.44
1.57,4.2,6.5
2.25,3.6,3.29
1.08,13.0,34.0
3.1,3.25,2.54
1.16,8.5,19.0
3.75,3.79,2.0
1.12,10.0,27.0
1.18,8.5,17.0
4.75,3.79,1.8
2.14,3.5,3.6
1.8,3.79,4.75
6.0,4.33,1.6
1.19,8.0,15.0
1.39,5.25,8.5
6.5,4.2,1.6
9.0,5.0,1.39
1.9,3.79,4.2
1.33,6.0,9.0
2.45,3.5,3.0
1.57,3.9,7.5
1.9,3.6,4.5
2.5,3.4,3.0
6.5,4.0,1.61
3.9,3.5,2.04
2.37,3.2,3.4
2.37,3.3,3.3
4.0,3.8,1.95
1.25,6.5,14.0
1.85,3.5,5.0
3.25,3.1,2.54
1.8,4.0,4.5
1.9,3.5,4.75
2.04,3.5,3.9
1.28,6.0,12.0
2.1,3.6,3.7
5.5,3.6,1.75
2.45,3.1,3.4
1.1,13.0,26.0
7.0,5.0,1.44
1.36,5.5,9.0
2.62,3.6,2.75
2.37,3.0,3.7
1.16,8.5,19.0
2.45,3.2,3.25
11.0,6.5,1.28
2.0,3.4,4.33
5.75,4.0,1.66
2.6,3.25,3.0
2.62,3.3,2.9
2.3,3.4,3.4
1.3,6.0,11.0
2.0,3.5,4.2
1.53,4.2,7.5
7.5,5.0,1.44
1.11,11.0,26.0
2.6,3.4,2.87
6.0,3.75,1.7
6.5,4.33,1.57
5.5,4.2,1.64
2.45,3.5,3.0
1.18,8.0,19.0
3.3,3.1,2.5
1.12,10.0,26.0
4.2,3.8,1.9
3.0,3.6,2.4
4.33,3.6,1.95
2.0,3.75,3.9
1.75,3.6,5.75
2.1,3.4,3.9
5.0,4.0,1.75
3.0,3.4,2.5
23.0,8.0,1.16
2.14,3.4,3.75
2.54,3.5,2.9
1.61,4.0,6.5
1.2,7.5,17.0
1.57,4.33,6.5
1.44,5.0,7.5
6.0,4.5,1.57
1.44,5.1,7.0
2.8,3.6,2.54
1.75,4.2,4.75
8.5,4.5,1.44
1.1,12.0,34.0
2.6,3.3,3.0
4.5,3.8,1.85
1.8,3.6,5.25
2.62,3.0,3.2
2.25,3.5,3.4
2.7,3.3,2.87
2.14,3.1,4.2
3.0,3.2,2.62
2.2,3.4,3.6
1.44,4.5,9.0
1.22,7.0,15.0
2.14,3.6,3.5
5.25,4.33,1.66
2.54,3.6,2.8
6.0,4.1,1.61
2.04,3.7,3.75
2.5,3.5,2.95
1.75,3.8,5.25
11.0,5.5,1.33
1.08,13.0,34.0
2.2,3.25,3.8
4.1,3.9,1.9
1.75,3.75,5.25
1.85,3.6,4.75
1.53,4.5,6.5
3.2,3.2,2.5
2.9,3.75,2.4
2.1,3.5,3.8
1.11,11.0,26.0
2.1,3.4,3.9
1.75,3.75,5.25
11.0,5.0,1.36
4.75,4.1,1.75
1.72,3.9,5.25
4.75,4.1,1.75
3.9,3.9,1.95
3.6,3.7,2.1
3.8,3.4,2.14
1.61,4.0,6.5
2.75,3.25,2.8
1.75,3.75,5.25
3.1,3.4,2.45
1.25,6.75,13.0
1.11,11.0,29.0
2.3,3.5,3.3
2.6,3.1,3.1
4.5,3.75,1.85
3.4,3.25,2.35
1.5,4.33,8.0
2.9,3.4,2.6
2.5,3.3,3.1
1.66,4.2,5.25
1.4,5.25,8.5
1.11,11.0,26.0
1.4,5.25,8.5
2.9,3.4,2.6
1.4,5.0,9.0
2.62,3.5,2.8
1.4,5.25,8.0
2.8,3.5,2.6
6.5,4.33,1.55
13.0,6.5,1.25
3.5,3.75,1.95
1.5,4.33,8.0
2.9,3.2,2.75
3.8,3.25,2.2
1.61,3.9,6.5
2.5,3.0,3.4
2.25,3.3,3.6
1.11,11.0,26.0
2.5,3.3,3.1
4.33,3.6,1.95
2.62,3.6,2.75
1.18,8.0,17.0
1.4,5.0,9.0
1.66,3.8,6.0
3.0,3.1,2.7
11.0,6.0,1.3
1.66,4.0,5.75
14.0,5.75,1.28
1.6,4.0,6.5
3.0,3.5,2.45
